,variant_name,len_Data,variant
474,varinat_474,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'DELETE')"
475,varinat_475,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'CODE OK', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
476,varinat_476,1,"('NEW', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'EMPTY', 'DELETE')"
477,varinat_477,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
478,varinat_478,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE ERROR', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
479,varinat_479,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'DELETE')"
480,varinat_480,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
481,varinat_481,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'DELETE')"
482,varinat_482,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE ERROR', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'MANUAL')"
483,varinat_483,1,"('NEW', 'FIN', 'RELEASE', 'BILLED', 'STORNO', 'SET STATUS', 'FIN', 'RELEASE', 'DELETE')"
484,varinat_484,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
485,varinat_485,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'MANUAL', 'MANUAL', 'CODE OK', 'BILLED')"
486,varinat_486,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
487,varinat_487,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'FIN')"
488,varinat_488,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
489,varinat_489,1,"('NEW', 'FIN', 'RELEASE', 'CODE ERROR', 'MANUAL', 'RELEASE', 'CODE NOK', 'CODE NOK', 'CODE OK', 'BILLED')"
490,varinat_490,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
491,varinat_491,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'SET STATUS', 'DELETE')"
492,varinat_492,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'CODE OK', 'BILLED')"
493,varinat_493,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE ERROR', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE NOK', 'SET STATUS', 'SET STATUS', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE OK', 'BILLED')"
494,varinat_494,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE ERROR', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'SET STATUS', 'SET STATUS')"
495,varinat_495,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'SET STATUS')"
496,varinat_496,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED', 'MANUAL', 'MANUAL', 'MANUAL', 'CODE OK', 'MANUAL')"
497,varinat_497,1,"('NEW', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'SET STATUS', 'SET STATUS')"
498,varinat_498,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
499,varinat_499,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'SET STATUS', 'SET STATUS', 'SET STATUS')"
500,varinat_500,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'EMPTY')"
501,varinat_501,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'CODE OK')"
502,varinat_502,1,"('NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW')"
503,varinat_503,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'SET STATUS')"
504,varinat_504,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'CHANGE END', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED', 'MANUAL', 'CODE OK', 'MANUAL')"
505,varinat_505,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
506,varinat_506,1,"('NEW', 'FIN', 'RELEASE', 'RELEASE', 'SET STATUS', 'SET STATUS', 'REOPEN', 'DELETE')"
507,varinat_507,1,"('NEW', 'FIN', 'RELEASE', 'CODE ERROR', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
508,varinat_508,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'RELEASE', 'SET STATUS')"
509,varinat_509,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'DELETE')"
510,varinat_510,1,"('NEW', 'FIN', 'RELEASE', 'BILLED', 'STORNO', 'BILLED', 'STORNO', 'BILLED', 'STORNO', 'REJECT', 'MANUAL', 'BILLED')"
511,varinat_511,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'SET STATUS', 'REOPEN', 'DELETE')"
512,varinat_512,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'DELETE')"
513,varinat_513,1,"('NEW', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'EMPTY')"
514,varinat_514,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
515,varinat_515,1,"('NEW', 'SET STATUS', 'SET STATUS', 'SET STATUS', 'DELETE')"
516,varinat_516,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'BILLED')"
517,varinat_517,1,"('NEW', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'REOPEN', 'DELETE')"
518,varinat_518,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
519,varinat_519,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'SET STATUS', 'SET STATUS', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
520,varinat_520,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
521,varinat_521,1,"('NEW', 'NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'CHANGE DIAGN', 'FIN', 'FIN', 'RELEASE', 'RELEASE', 'CODE OK', 'BILLED', 'BILLED')"
522,varinat_522,1,"('NEW', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'EMPTY')"
523,varinat_523,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'CHANGE DIAGN', 'CHANGE DIAGN', 'DELETE')"
524,varinat_524,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
525,varinat_525,1,"('NEW', 'CHANGE DIAGN', 'CODE OK', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'CODE OK', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
526,varinat_526,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE ERROR', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE NOK', 'CODE NOK', 'SET STATUS')"
527,varinat_527,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'DELETE')"
528,varinat_528,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'CODE OK', 'RELEASE', 'CODE OK', 'BILLED')"
529,varinat_529,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'CHANGE END', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
530,varinat_530,1,"('NEW', 'FIN', 'RELEASE', 'CODE ERROR', 'BILLED', 'CODE NOK', 'CODE OK')"
531,varinat_531,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'CODE OK', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
532,varinat_532,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
533,varinat_533,1,"('NEW', 'MANUAL', 'FIN', 'RELEASE', 'MANUAL', 'FIN', 'RELEASE', 'MANUAL', 'CODE NOK', 'BILLED')"
534,varinat_534,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'SET STATUS')"
535,varinat_535,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
536,varinat_536,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'DELETE')"
537,varinat_537,1,"('NEW', 'NEW', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT')"
538,varinat_538,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'CODE NOK', 'CODE NOK', 'CODE NOK', 'CODE OK', 'BILLED')"
539,varinat_539,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'BILLED', 'STORNO', 'MANUAL', 'FIN', 'RELEASE', 'CODE NOK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
540,varinat_540,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK')"
541,varinat_541,1,"('NEW', 'NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'FIN', 'RELEASE', 'RELEASE', 'CODE OK', 'BILLED', 'BILLED', 'STORNO', 'STORNO', 'REJECT', 'REJECT', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'BILLED', 'BILLED')"
542,varinat_542,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'CHANGE DIAGN', 'DELETE')"
543,varinat_543,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'CODE NOK', 'CODE NOK', 'CODE NOK', 'CODE NOK', 'CODE OK', 'MANUAL', 'MANUAL', 'CODE OK', 'BILLED')"
544,varinat_544,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
545,varinat_545,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REOPEN', 'DELETE')"
546,varinat_546,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'CODE NOK', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
547,varinat_547,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'MANUAL', 'RELEASE', 'CODE OK', 'MANUAL', 'RELEASE', 'CODE OK', 'BILLED')"
548,varinat_548,1,"('NEW', 'FIN', 'REOPEN', 'CHANGE DIAGN', 'DELETE')"
549,varinat_549,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'BILLED')"
550,varinat_550,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'FIN', 'RELEASE', 'CODE NOK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'DELETE')"
551,varinat_551,1,"('NEW', 'MANUAL', 'FIN', 'RELEASE', 'BILLED')"
552,varinat_552,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
553,varinat_553,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'DELETE')"
554,varinat_554,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'CODE NOK', 'CODE NOK', 'SET STATUS')"
555,varinat_555,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
556,varinat_556,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'CODE NOK', 'CODE OK', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
557,varinat_557,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE ERROR', 'BILLED', 'CODE NOK', 'CODE NOK', 'CODE OK')"
558,varinat_558,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'STORNO', 'REJECT', 'REOPEN', 'DELETE')"
559,varinat_559,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'CODE OK', 'RELEASE', 'CODE OK', 'BILLED')"
560,varinat_560,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'REOPEN', 'DELETE')"
561,varinat_561,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
562,varinat_562,1,"('NEW', 'FIN', 'RELEASE', 'CODE ERROR', 'CODE OK', 'CODE NOK', 'CODE OK', 'CODE OK', 'BILLED')"
563,varinat_563,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'DELETE')"
564,varinat_564,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'CHANGE END', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
565,varinat_565,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
566,varinat_566,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'SET STATUS', 'RELEASE', 'SET STATUS')"
567,varinat_567,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'SET STATUS')"
568,varinat_568,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'CODE OK')"
569,varinat_569,1,"('NEW', 'FIN', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
570,varinat_570,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
571,varinat_571,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'FIN', 'DELETE')"
572,varinat_572,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
573,varinat_573,1,"('NEW', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
574,varinat_574,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
575,varinat_575,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
576,varinat_576,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
577,varinat_577,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'CODE NOK', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'SET STATUS')"
578,varinat_578,1,"('NEW', 'NEW', 'CHANGE DIAGN', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'FIN', 'FIN', 'RELEASE', 'RELEASE', 'CODE NOK', 'CODE OK', 'BILLED', 'BILLED')"
579,varinat_579,1,"('NEW', 'FIN', 'RELEASE', 'CHANGE END', 'FIN', 'RELEASE', 'CHANGE END', 'FIN', 'RELEASE', 'CHANGE END', 'FIN', 'RELEASE', 'BILLED')"
580,varinat_580,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'DELETE')"
581,varinat_581,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE ERROR', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
582,varinat_582,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'SET STATUS', 'RELEASE', 'SET STATUS', 'REOPEN', 'FIN', 'RELEASE', 'SET STATUS', 'SET STATUS')"
583,varinat_583,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
584,varinat_584,1,"('NEW', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
585,varinat_585,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
586,varinat_586,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'BILLED')"
587,varinat_587,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'CHANGE END', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
588,varinat_588,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'REOPEN', 'DELETE')"
589,varinat_589,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
590,varinat_590,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
591,varinat_591,1,"('NEW', 'CHANGE DIAGN', 'SET STATUS', 'SET STATUS', 'FIN', 'SET STATUS')"
592,varinat_592,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'CODE OK', 'BILLED', 'CODE OK')"
593,varinat_593,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED', 'STORNO', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
594,varinat_594,1,"('NEW', 'FIN', 'RELEASE', 'MANUAL', 'BILLED', 'MANUAL', 'BILLED')"
595,varinat_595,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
596,varinat_596,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'SET STATUS')"
597,varinat_597,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'MANUAL', 'MANUAL', 'CODE OK', 'BILLED')"
598,varinat_598,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
599,varinat_599,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'CODE NOK', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'CODE NOK', 'FIN', 'RELEASE', 'CODE NOK', 'CODE OK', 'BILLED')"
600,varinat_600,1,"('NEW', 'FIN', 'RELEASE', 'CODE ERROR', 'BILLED', 'CODE NOK', 'MANUAL', 'CODE NOK', 'MANUAL', 'MANUAL', 'CODE OK')"
